Survey Years,Sex,Age Group,Race and Hispanic Origin,Nutrient,Mean,Standard Error,Lower 95% CI Limit,Upper 95% CI Limit,Note1,Note2,Notea,Noteb
2011-2012,Female,50-59,All,Potassium,"2,449.7",64.3,"2,322.7","2,576.7",,,,
2011-2012,Female,60-69,All,Potassium,"2,476.0",83.3,"2,311.5","2,640.6",,,,
2011-2012,Female,70 and over,All,Potassium,"2,344.7",58.9,"2,228.4","2,461.1",,,,
2011-2012,Male,2-19,All,Potassium,"2,527.4",39.2,"2,604.9","2,450.0",,,,
2011-2012,Male,2-5,All,Potassium,"2,129.4",61.2,"2,008.5","2,250.3",,,,
2011-2012,Male,6-11,All,Potassium,"2,364.3",57.3,"2,251.0","2,477.6",,,,
2011-2012,Male,12-19,All,Potassium,"2,843.7",82.9,"2,680.0","3,007.4",,,,
2011-2012,Male,20 and over,All,Potassium,"3,195.1",54.3,"3,302.4","3,087.9",,,,
2011-2012,Male,20-29,All,Potassium,"2,982.7",68.8,"2,846.7","3,118.7",,,,
2011-2012,Male,30-39,All,Potassium,"3,287.8",107.0,"3,076.4","3,499.1",,,,
2011-2012,Male,40-49,All,Potassium,"3,329.3",117.6,"3,097.0","3,561.5",,,,
2011-2012,Male,50-59,All,Potassium,"3,302.2",153.7,"2,998.6","3,605.8",,,,
2011-2012,Male,60-69,All,Potassium,"3,348.8",114.3,"3,123.0","3,574.7",,,,
2011-2012,Male,70 and over,All,Potassium,"2,810.1",71.8,"2,668.3","2,951.9",,,,
2011-2012,All,2-19,All,Saturated Fat,27.4,0.9,25.6,29.1,,,,
2011-2012,All,2-19,Non-Hispanic White,Saturated Fat,28.1,1.5,25.0,31.1,,,,
2011-2012,All,2-19,Non-Hispanic Black,Saturated Fat,24.9,0.7,23.4,26.3,,,,
2011-2012,All,2-19,Non-Hispanic Asian,Saturated Fat,24.1,1.6,21.0,27.2,,,,
2011-2012,All,2-19,Hispanic,Saturated Fat,28.0,1.2,25.6,30.4,,,,
2011-2012,All,2-19,Mexican American,Saturated Fat,30.3,1.5,27.4,33.3,,,,
2011-2012,All,2-5,All,Saturated Fat,20.7,0.9,19.0,22.5,,,,
2011-2012,All,6-11,All,Saturated Fat,25.7,0.6,24.5,26.9,,,,
2011-2012,All,12-19,All,Saturated Fat,27.4,0.9,25.6,29.1,,,,
2011-2012,All,20 and over,All,Saturated Fat,26.5,0.4,25.8,27.2,,,,
2011-2012,All,20 and over,Non-Hispanic White,Saturated Fat,27.4,0.5,26.4,28.4,,,,
2011-2012,All,20 and over,Non-Hispanic Black,Saturated Fat,25.6,0.6,24.4,26.8,,,,
2011-2012,All,20 and over,Non-Hispanic Asian,Saturated Fat,19.4,0.5,18.4,20.5,,,,
2011-2012,All,20 and over,Hispanic,Saturated Fat,25.8,0.7,24.4,27.2,,,,
2011-2012,All,20 and over,Mexican American,Saturated Fat,27.7,0.9,26.0,29.5,,,,
2011-2012,All,20-29,All,Saturated Fat,29.0,0.8,27.4,30.6,,,,
2011-2012,All,30-39,All,Saturated Fat,28.6,0.9,26.8,30.5,,,,
2011-2012,All,40-49,All,Saturated Fat,28.5,0.8,26.8,30.1,,,,
2011-2012,All,50-59,All,Saturated Fat,25.7,0.8,24.2,27.2,,,,
2011-2012,All,60-69,All,Saturated Fat,23.8,0.6,22.6,25.1,,,,
2011-2012,All,70 and over,All,Saturated Fat,20.7,0.5,19.7,21.6,,,,
2011-2012,Female,2-19,All,Saturated Fat,23.1,0.8,21.6,24.5,,,,
2011-2012,Female,2-5,All,Saturated Fat,20.0,0.7,18.5,21.4,,,,
2011-2012,Female,6-11,All,Saturated Fat,24.5,0.9,22.8,26.2,,,,
2011-2012,Female,12-19,All,Saturated Fat,23.1,0.8,21.6,24.5,,,,
2011-2012,Female,20 and over,All,Saturated Fat,22.3,0.5,21.3,23.2,,,,
2011-2012,Female,20-29,All,Saturated Fat,24.6,0.6,23.4,25.7,,,,
2011-2012,Female,30-39,All,Saturated Fat,24.8,0.9,23.0,26.5,,,,
2011-2012,Female,40-49,All,Saturated Fat,22.3,0.8,20.7,23.9,,,,
2011-2012,Female,50-59,All,Saturated Fat,22.1,1.1,19.9,24.4,,,,
2011-2012,Female,60-69,All,Saturated Fat,20.2,1.2,17.8,22.5,,,,
2011-2012,Female,70 and over,All,Saturated Fat,18.4,0.7,16.9,19.8,,,,
2011-2012,Male,2-19,All,Saturated Fat,31.6,1.2,29.3,33.9,,,,
2011-2012,Male,2-5,All,Saturated Fat,21.5,1.4,18.7,24.2,,,,
2011-2012,Male,6-11,All,Saturated Fat,26.8,0.6,25.6,28.0,,,,
2011-2012,Male,12-19,All,Saturated Fat,31.6,1.2,29.3,33.9,,,,
2011-2012,Male,20 and over,All,Saturated Fat,30.9,0.5,29.8,32.0,,,,
2011-2012,Male,20-29,All,Saturated Fat,33.1,1.4,30.4,35.9,,,,
2011-2012,Male,30-39,All,Saturated Fat,32.4,1.1,30.2,34.6,,,,
2011-2012,Male,40-49,All,Saturated Fat,34.8,1.6,31.7,38.0,,,,
2011-2012,Male,50-59,All,Saturated Fat,29.5,1.6,26.5,32.6,,,,
2011-2012,Male,60-69,All,Saturated Fat,27.9,1.0,25.8,29.9,,,,
2011-2012,Male,70 and over,All,Saturated Fat,23.7,0.9,22.0,25.4,,,,
2011-2012,All,2-19,All,Sodium,"3,593.2",84.3,"3,426.6","3,759.8",,,,
2011-2012,All,2-19,Non-Hispanic White,Sodium,"3,666.9",149.8,"3,371.0","3,962.8",,,,
2011-2012,All,2-19,Non-Hispanic Black,Sodium,"3,257.4",93.5,"3,072.7","3,442.2",,,,
2011-2012,All,2-19,Non-Hispanic Asian,Sodium,"3,540.1",191.4,"3,161.9","3,918.3",,,,
2011-2012,All,2-19,Hispanic,Sodium,"3,556.9",138.4,"3,283.6","3,830.2",,,,
2011-2012,All,2-19,Mexican American,Sodium,"3,805.0",186.5,"3,436.5","4,173.5",,,,
2011-2012,All,2-5,All,Sodium,"2,284.7",48.7,"2,188.5","2,380.9",,,,
2011-2012,All,6-11,All,Sodium,"3,079.8",65.4,"2,950.6","3,209.0",,,,
2011-2012,All,12-19,All,Sodium,"3,593.2",84.3,"3,426.6","3,759.8",,,,
2011-2012,All,20 and over,All,Sodium,"3,592.2",29.1,"3,534.6","3,649.7",,,,
2011-2012,All,20 and over,Non-Hispanic White,Sodium,"3,573.6",40.8,"3,492.9","3,654.2",,,,
2011-2012,All,20 and over,Non-Hispanic Black,Sodium,"3,536.2",72.4,"3,393.2","3,679.1",,,,
2011-2012,All,20 and over,Non-Hispanic Asian,Sodium,"3,827.0",119.7,"3,590.6","4,063.5",,,,
2011-2012,All,20 and over,Hispanic,Sodium,"3,654.1",72.8,"3,510.4","3,797.9",,,,
2011-2012,All,20 and over,Mexican American,Sodium,"3,809.3",76.0,"3,659.1","3,959.5",,,,
2011-2012,All,20-29,All,Sodium,"3,904.7",87.4,"3,731.9","4,077.4",,,,
2011-2012,All,30-39,All,Sodium,"3,879.0",101.9,"3,677.8","4,080.3",,,,
2011-2012,All,40-49,All,Sodium,"3,852.7",103.2,"3,648.8","4,056.5",,,,
2011-2012,All,50-59,All,Sodium,"3,462.6",83.3,"3,298.1","3,627.1",,,,
2011-2012,All,60-69,All,Sodium,"3,273.6",81.0,"3,113.6","3,433.5",,,,
2011-2012,All,70 and over,All,Sodium,"2,872.3",45.6,"2,782.1","2,962.4",,,,
2011-2012,Female,2-19,All,Sodium,"2,948.8",71.9,"2,806.7","3,090.8",,,,
2011-2012,Female,2-5,All,Sodium,"2,205.6",53.2,"2,100.5","2,310.7",,,,
2011-2012,Female,6-11,All,Sodium,"2,953.7",92.1,"2,771.8","3,135.5",,,,
2011-2012,Female,12-19,All,Sodium,"2,948.8",71.9,"2,806.7","3,090.8",,,,
2011-2012,Female,20 and over,All,Sodium,"2,997.4",36.8,"2,924.7","3,070.2",,,,
2011-2012,Female,20-29,All,Sodium,"3,294.5",93.6,"3,109.6","3,479.3",,,,
2011-2012,Female,30-39,All,Sodium,"3,178.9",70.2,"3,040.2","3,317.6",,,,
2011-2012,Female,40-49,All,Sodium,"3,089.1",92.4,"2,906.5","3,271.8",,,,
2011-2012,Female,50-59,All,Sodium,"2,972.3",100.6,"2,773.7","3,171.0",,,,
2011-2012,Female,60-69,All,Sodium,"2,768.7",112.1,"2,547.3","2,990.2",,,,
2011-2012,Female,70 and over,All,Sodium,"2,526.4",67.1,"2,393.9","2,659.0",,,,
2011-2012,Male,2-19,All,Sodium,"4,220.0",113.3,"3,996.1","4,444.0",,,,
2011-2012,Male,2-5,All,Sodium,"2,361.1",90.5,"2,182.4","2,539.9",,,,
2011-2012,Male,6-11,All,Sodium,"3,195.7",80.3,"3,037.0","3,354.4",,,,
2011-2012,Male,12-19,All,Sodium,"4,220.0",113.3,"3,996.1","4,444.0",,,,
2011-2012,Male,20 and over,All,Sodium,"4,218.2",52.0,"4,115.5","4,320.8",,,,
2011-2012,Male,20-29,All,Sodium,"4,477.2",131.3,"4,217.8","4,736.6",,,,
2011-2012,Male,30-39,All,Sodium,"4,558.9",139.1,"4,284.0","4,833.8",,,,
2011-2012,Male,40-49,All,Sodium,"4,646.3",183.6,"4,283.6","5,008.9",,,,
2011-2012,Male,50-59,All,Sodium,"3,995.7",117.6,"3,763.4","4,227.9",,,,
2011-2012,Male,60-69,All,Sodium,"3,824.0",77.3,"3,671.3","3,976.6",,,,
2011-2012,Male,70 and over,All,Sodium,"3,327.9",108.3,"3,113.9","3,541.9",,,,
2011-2012,All,2-19,All,Vitamin D,5.6,0.3,5.2,6.1,,,,
2011-2012,All,2-19,Non-Hispanic White,Vitamin D,5.9,0.3,5.3,6.6,,,,
2011-2012,All,2-19,Non-Hispanic Black,Vitamin D,3.7,0.2,3.3,4.2,,,,
2011-2012,All,2-19,Non-Hispanic Asian,Vitamin D,5.6,0.5,4.5,6.6,,,,
2011-2012,All,2-19,Hispanic,Vitamin D,6.3,0.8,4.8,7.8,,,,
2011-2012,All,2-19,Mexican American,Vitamin D,6.6,0.5,5.5,7.6,,,,
2011-2012,All,2-5,All,Vitamin D,6.6,0.3,6.1,7.1,,,,
2011-2012,All,6-11,All,Vitamin D,6.0,0.2,5.6,6.4,,,,
2011-2012,All,12-19,All,Vitamin D,5.6,0.3,5.2,6.1,,,,
2011-2012,All,20 and over,All,Vitamin D,4.7,0.1,4.4,5.0,,,,
2011-2012,All,20 and over,Non-Hispanic White,Vitamin D,4.8,0.2,4.4,5.2,,,,
2011-2012,All,20 and over,Non-Hispanic Black,Vitamin D,4.1,0.2,3.7,4.4,,,,
2011-2012,All,20 and over,Non-Hispanic Asian,Vitamin D,4.8,0.3,4.3,5.3,,,,
2011-2012,All,20 and over,Hispanic,Vitamin D,4.6,0.2,4.3,5.0,,,,
2011-2012,All,20 and over,Mexican American,Vitamin D,4.7,0.3,4.2,5.2,,,,
2011-2012,All,20-29,All,Vitamin D,4.3,0.2,3.8,4.8,,,,
2011-2012,All,30-39,All,Vitamin D,4.9,0.2,4.4,5.3,,,,
2011-2012,All,40-49,All,Vitamin D,5.0,0.5,4.1,5.9,,,,
2011-2012,All,50-59,All,Vitamin D,4.4,0.3,3.9,4.9,,,,
2011-2012,All,60-69,All,Vitamin D,4.6,0.2,4.3,4.9,,,,
2011-2012,All,70 and over,All,Vitamin D,5.1,0.3,4.6,5.7,,,,
2011-2012,Female,2-19,All,Vitamin D,4.3,0.3,3.8,4.9,,,,
2011-2012,Female,2-5,All,Vitamin D,6.2,0.2,5.8,6.6,,,,
2011-2012,Female,6-11,All,Vitamin D,5.4,0.3,4.9,5.9,,,,
2011-2012,Female,12-19,All,Vitamin D,4.3,0.3,3.8,4.9,,,,
2011-2012,Female,20 and over,All,Vitamin D,3.9,0.1,3.7,4.2,,,,
2011-2012,Female,20-29,All,Vitamin D,3.7,0.2,3.2,4.1,,,,
2011-2012,Female,30-39,All,Vitamin D,4.2,0.3,3.7,4.7,,,,
2011-2012,Female,40-49,All,Vitamin D,3.8,0.4,3.1,4.6,,,,
2011-2012,Female,50-59,All,Vitamin D,3.6,0.2,3.2,4.0,,,,
2011-2012,Female,60-69,All,Vitamin D,3.9,0.2,3.5,4.3,,,,
2011-2012,Female,70 and over,All,Vitamin D,4.7,0.4,4.0,5.5,,,,
2011-2012,Male,2-19,All,Vitamin D,6.9,0.5,6.0,7.8,,,,
2011-2012,Male,2-5,All,Vitamin D,7.0,0.4,6.2,7.8,,,,
2011-2012,Male,6-11,All,Vitamin D,6.6,0.2,6.1,7.0,,,,
2011-2012,Male,12-19,All,Vitamin D,6.9,0.5,6.0,7.8,,,,
2011-2012,Male,20 and over,All,Vitamin D,5.5,0.2,5.1,5.9,,,,
2011-2012,Male,20-29,All,Vitamin D,4.9,0.4,4.1,5.7,,,,
2011-2012,Male,30-39,All,Vitamin D,5.5,0.4,4.7,6.2,,,,
2011-2012,Male,40-49,All,Vitamin D,6.2,0.6,4.9,7.5,,,,
2011-2012,Male,50-59,All,Vitamin D,5.3,0.6,4.2,6.4,,,,
2011-2012,Male,60-69,All,Vitamin D,5.3,0.3,4.8,5.9,,,,
2011-2012,Male,70 and over,All,Vitamin D,5.6,0.4,4.9,6.3,,,,
2013-2014,All,2-19,All,Calcium,"1,017.0",23.9,"1,064.2",969.9,,,,
2013-2014,All,2-19,Non-Hispanic White,Calcium,"1,051.5",42.4,"1,135.2",967.8,,,,
2013-2014,All,2-19,Non-Hispanic Black,Calcium,902.0,45.8,992.4,811.6,,,,
2013-2014,All,2-19,Non-Hispanic Asian,Calcium,971.9,97.4,"1,164.3",779.4,,,,
2013-2014,All,2-19,Hispanic,Calcium,"1,030.8",37.4,"1,104.7",956.9,,,,
2013-2014,All,2-19,Mexican American,Calcium,"1,000.6",38.6,"1,076.7",924.4,,,,
2013-2014,All,2-5,All,Calcium,932.7,33.5,866.5,998.9,,,,
2013-2014,All,6-11,All,Calcium,"1,076.0",29.3,"1,018.2","1,133.8",,,,
2013-2014,All,12-19,All,Calcium,"1,017.0",23.9,969.9,"1,064.2",,,,
2013-2014,All,20 and over,All,Calcium,965.2,11.8,988.5,941.9,,,,
2013-2014,All,20 and over,Non-Hispanic White,Calcium,996.8,16.1,"1,028.5",965.0,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Calcium,821.4,19.3,859.5,783.3,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Calcium,729.2,26.1,780.9,677.6,,,,
2013-2014,All,20 and over,Hispanic,Calcium,"1,019.7",25.3,"1,069.6",969.8,,,,
2013-2014,All,20 and over,Mexican American,Calcium,"1,058.7",37.9,"1,133.4",983.9,,,,
2013-2014,All,20-29,All,Calcium,"1,082.9",45.0,994.1,"1,171.7",,,,
2013-2014,All,30-39,All,Calcium,"1,003.2",19.3,965.2,"1,041.2",,,,
2013-2014,All,40-49,All,Calcium,974.4,21.7,931.5,"1,017.3",,,,
2013-2014,All,50-59,All,Calcium,917.2,25.3,867.1,967.2,,,,
2013-2014,All,60-69,All,Calcium,900.2,29.7,841.6,958.8,,,,
2013-2014,All,70 and over,All,Calcium,866.8,16.2,834.8,898.8,,,,
2013-2014,Female,2-19,All,Calcium,842.4,33.3,908.2,776.6,,,,
2013-2014,Female,2-5,All,Calcium,925.9,45.0,837.0,"1,014.8",,,,
2013-2014,Female,6-11,All,Calcium,960.2,28.1,904.6,"1,015.8",,,,
2013-2014,Female,12-19,All,Calcium,842.4,33.3,776.6,908.2,,,,
2013-2014,Female,20 and over,All,Calcium,851.9,10.9,873.3,830.4,,,,
2013-2014,Female,20-29,All,Calcium,872.1,32.8,807.3,937.0,,,,
2013-2014,Female,30-39,All,Calcium,911.9,27.9,856.9,966.9,,,,
2013-2014,Female,40-49,All,Calcium,864.6,23.6,818.0,911.1,,,,
2013-2014,Female,50-59,All,Calcium,828.5,30.0,769.2,887.7,,,,
2013-2014,Female,60-69,All,Calcium,813.8,30.4,753.8,873.8,,,,
2013-2014,Female,70 and over,All,Calcium,809.1,28.6,752.7,865.5,,,,
2013-2014,Male,2-19,All,Calcium,"1,185.8",35.4,"1,255.8","1,115.8",,,,
2013-2014,Male,2-5,All,Calcium,939.8,33.6,873.4,"1,006.2",,,,
2013-2014,Male,6-11,All,Calcium,"1,175.2",41.5,"1,093.1","1,257.3",,,,
2013-2014,Male,12-19,All,Calcium,"1,185.8",35.4,"1,115.8","1,255.8",,,,
2013-2014,Male,20 and over,All,Calcium,"1,085.5",18.3,"1,121.6","1,049.5",,,,
2013-2014,Male,20-29,All,Calcium,"1,284.3",65.0,"1,155.9","1,412.7",,,,
2013-2014,Male,30-39,All,Calcium,"1,093.9",30.1,"1,034.4","1,153.3",,,,
2013-2014,Male,40-49,All,Calcium,"1,091.6",40.8,"1,011.0","1,172.2",,,,
2013-2014,Male,50-59,All,Calcium,"1,013.0",36.7,940.5,"1,085.5",,,,
2013-2014,Male,60-69,All,Calcium,996.6,41.1,915.5,"1,077.7",,,,
2013-2014,Male,70 and over,All,Calcium,939.5,40.6,859.4,"1,019.6",,,,
2013-2014,All,2-19,All,Dietary Fiber,14.5,0.4,15.3,13.8,,,,
2013-2014,All,2-19,Non-Hispanic White,Dietary Fiber,13.8,0.5,14.8,12.8,,,,
2013-2014,All,2-19,Non-Hispanic Black,Dietary Fiber,13.5,0.7,15.0,12.1,,,,
2013-2014,All,2-19,Non-Hispanic Asian,Dietary Fiber,16.6,2.0,20.7,12.6,,,,
2013-2014,All,2-19,Hispanic,Dietary Fiber,16.6,0.9,18.4,14.8,,,,
2013-2014,All,2-19,Mexican American,Dietary Fiber,16.5,1.0,18.5,14.6,,,,
2013-2014,All,2-5,All,Dietary Fiber,11.6,0.4,10.8,12.4,,,,
2013-2014,All,6-11,All,Dietary Fiber,14.5,0.5,13.5,15.5,,,,
2013-2014,All,12-19,All,Dietary Fiber,14.5,0.4,13.8,15.3,,,,
2013-2014,All,20 and over,All,Dietary Fiber,17.1,0.3,17.6,16.5,,,,
2013-2014,All,20 and over,Non-Hispanic White,Dietary Fiber,16.6,0.3,17.3,16.0,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Dietary Fiber,15.4,0.5,16.4,14.4,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Dietary Fiber,18.7,0.7,20.1,17.2,,,,
2013-2014,All,20 and over,Hispanic,Dietary Fiber,19.7,0.7,21.0,18.3,,,,
2013-2014,All,20 and over,Mexican American,Dietary Fiber,21.1,0.9,22.9,19.3,,,,
2013-2014,All,20-29,All,Dietary Fiber,16.0,0.5,15.1,17.0,,,,
2013-2014,All,30-39,All,Dietary Fiber,17.8,0.4,17.1,18.6,,,,
2013-2014,All,40-49,All,Dietary Fiber,17.4,0.3,16.8,18.1,,,,
2013-2014,All,50-59,All,Dietary Fiber,17.3,0.6,16.1,18.5,,,,
2013-2014,All,60-69,All,Dietary Fiber,16.9,0.6,15.8,18.1,,,,
2013-2014,All,70 and over,All,Dietary Fiber,16.8,0.5,15.8,17.8,,,,
2013-2014,Female,2-19,All,Dietary Fiber,12.5,0.6,13.8,11.3,,,,
2013-2014,Female,2-5,All,Dietary Fiber,10.8,0.4,10.0,11.6,,,,
2013-2014,Female,6-11,All,Dietary Fiber,13.9,0.5,12.9,14.9,,,,
2013-2014,Female,12-19,All,Dietary Fiber,12.5,0.6,11.3,13.8,,,,
2013-2014,Female,20 and over,All,Dietary Fiber,15.4,0.3,15.9,14.8,,,,
2013-2014,Female,20-29,All,Dietary Fiber,14.3,0.4,13.5,15.1,,,,
2013-2014,Female,30-39,All,Dietary Fiber,16.5,0.5,15.6,17.5,,,,
2013-2014,Female,40-49,All,Dietary Fiber,16.0,0.4,15.2,16.7,,,,
2013-2014,Female,50-59,All,Dietary Fiber,15.3,0.7,13.8,16.7,,,,
2013-2014,Female,60-69,All,Dietary Fiber,15.2,0.6,14.1,16.3,,,,
2013-2014,Female,70 and over,All,Dietary Fiber,15.2,0.5,14.3,16.1,,,,
2013-2014,Male,2-19,All,Dietary Fiber,16.4,0.4,17.3,15.6,,,,
2013-2014,Male,2-5,All,Dietary Fiber,12.4,0.5,11.4,13.3,,,,
2013-2014,Male,6-11,All,Dietary Fiber,15.0,0.7,13.7,16.4,,,,
2013-2014,Male,12-19,All,Dietary Fiber,16.4,0.4,15.6,17.3,,,,
2013-2014,Male,20 and over,All,Dietary Fiber,18.8,0.4,19.6,18.0,,,,
2013-2014,Male,20-29,All,Dietary Fiber,17.7,0.8,16.2,19.3,,,,
2013-2014,Male,30-39,All,Dietary Fiber,19.1,0.5,18.1,20.2,,,,
2013-2014,Male,40-49,All,Dietary Fiber,19.0,0.7,17.7,20.4,,,,
2013-2014,Male,50-59,All,Dietary Fiber,19.5,0.9,17.7,21.3,,,,
2013-2014,Male,60-69,All,Dietary Fiber,18.9,0.9,17.1,20.7,,,,
2013-2014,Male,70 and over,All,Dietary Fiber,18.9,1.1,16.7,21.0,,,,
2013-2014,All,2-19,All,Iron,14.8,0.3,15.3,14.2,,,,
2013-2014,All,2-19,Non-Hispanic White,Iron,14.8,0.5,15.8,13.8,,,,
2013-2014,All,2-19,Non-Hispanic Black,Iron,14.1,0.4,14.9,13.2,,,,
2013-2014,All,2-19,Non-Hispanic Asian,Iron,14.4,1.5,17.4,11.4,,,,
2013-2014,All,2-19,Hispanic,Iron,15.3,0.8,16.8,13.7,,,,
2013-2014,All,2-19,Mexican American,Iron,14.6,0.5,15.5,13.6,,,,
2013-2014,All,2-5,All,Iron,11.4,0.3,10.7,12.0,,,,
2013-2014,All,6-11,All,Iron,14.3,0.3,13.7,14.8,,,,
2013-2014,All,12-19,All,Iron,14.8,0.3,14.2,15.3,,,,
2013-2014,All,20 and over,All,Iron,14.5,0.1,14.8,14.3,,,,
2013-2014,All,20 and over,Non-Hispanic White,Iron,14.6,0.2,14.9,14.2,,,,
2013-2014,All,20 and over,Non-Hispanic Black,Iron,14.1,0.2,14.6,13.7,,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Iron,13.5,0.3,14.0,12.9,,,,
2013-2014,All,20 and over,Hispanic,Iron,15.1,0.3,15.8,14.5,,,,
2013-2014,All,20 and over,Mexican American,Iron,15.8,0.5,16.9,14.8,,,,
2013-2014,All,20-29,All,Iron,15.0,0.5,14.0,16.0,,,,
2013-2014,All,30-39,All,Iron,14.9,0.3,14.3,15.5,,,,
2013-2014,All,40-49,All,Iron,14.1,0.4,13.4,14.8,,,,
2013-2014,All,50-59,All,Iron,15.0,0.5,13.9,16.0,,,,
2013-2014,All,60-69,All,Iron,13.7,0.4,13.0,14.4,,,,
2013-2014,All,70 and over,All,Iron,14.2,0.5,13.2,15.1,,,,
2013-2014,Female,2-19,All,Iron,12.1,0.5,13.0,11.1,,,,
2013-2014,Female,2-5,All,Iron,10.8,0.4,10.0,11.6,,,,
2013-2014,Female,6-11,All,Iron,13.8,0.5,12.7,14.8,,,,
2013-2014,Female,12-19,All,Iron,12.1,0.5,11.1,13.0,,,,
2013-2014,Female,20 and over,All,Iron,12.6,0.2,12.9,12.2,,,,
2013-2014,Female,20-29,All,Iron,12.3,0.4,11.6,13.1,,,,
2013-2014,Female,30-39,All,Iron,13.1,0.2,12.6,13.5,,,,
2013-2014,Female,40-49,All,Iron,12.4,0.4,11.5,13.2,,,,
2013-2014,Female,50-59,All,Iron,13.1,0.8,11.5,14.6,,,,
2013-2014,Female,60-69,All,Iron,12.0,0.4,11.3,12.7,,,,
2013-2014,Female,70 and over,All,Iron,12.4,0.5,11.4,13.4,,,,
2013-2014,Male,2-19,All,Iron,17.4,0.8,18.9,15.9,,,,
2013-2014,Male,2-5,All,Iron,12.0,0.5,11.0,13.0,,,,
2013-2014,Male,6-11,All,Iron,14.7,0.3,14.0,15.3,,,,
2013-2014,Male,12-19,All,Iron,17.4,0.8,15.9,18.9,,,,
2013-2014,Male,20 and over,All,Iron,16.6,0.2,17.1,16.2,,,,
2013-2014,Male,20-29,All,Iron,17.6,0.8,16.0,19.2,,,,
2013-2014,Male,30-39,All,Iron,16.7,0.5,15.7,17.8,,,,
2013-2014,Male,40-49,All,Iron,16.0,0.6,14.8,17.2,,,,
2013-2014,Male,50-59,All,Iron,17.0,0.6,15.8,18.2,,,,
2013-2014,Male,60-69,All,Iron,15.6,0.5,14.5,16.6,,,,
2013-2014,Male,70 and over,All,Iron,16.5,0.9,14.6,18.3,,,,
2013-2014,All,2-19,All,Potassium,"2,163.3",28.0,"2,218.5","2,108.0",,,,
2013-2014,All,2-19,Non-Hispanic White,Potassium,"2,310.8",53.0,"2,415.6","2,206.1",,,,
2013-2014,All,2-19,Non-Hispanic Black,Potassium,"2,068.6",72.1,"2,211.0","1,926.2",,,,
2013-2014,All,2-19,Non-Hispanic Asian,Potassium,"2,542.7",183.9,"2,906.0","2,179.4",,,,
2013-2014,All,2-19,Hispanic,Potassium,"2,357.5",90.0,"2,535.4","2,179.6",,,,
2013-2014,All,2-19,Mexican American,Potassium,"2,246.7",76.1,"2,397.1","2,096.3",,,,
2013-2014,All,2-5,All,Potassium,"1,911.6",67.9,"1,777.5","2,045.7",,,,
2013-2014,All,6-11,All,Potassium,"2,161.4",39.3,"2,083.8","2,239.1",,,,
2013-2014,All,12-19,All,Potassium,"2,276.0",45.2,"2,186.7","2,365.2",,,,
2013-2014,All,20 and over,All,Potassium,"2,657.6",30.9,"2,718.5","2,596.6",,,,
2013-2014,All,20 and over,Non-Hispanic White,Potassium,"2,697.2",33.8,"2,763.9","2,630.4",,,,
2013-2014,All,20 and over,Non-Hispanic Black,Potassium,"2,448.8",43.6,"2,535.1","2,362.6",,,,
2013-2014,All,20 and over,Non-Hispanic Asian,Potassium,"2,574.4",56.4,"2,685.9","2,462.9",,,,
2013-2014,All,20 and over,Hispanic,Potassium,"2,695.2",70.2,"2,833.8","2,556.6",,,,
2013-2014,All,20 and over,Mexican American,Potassium,"2,730.0",91.7,"2,911.2","2,548.8",,,,
2013-2014,All,20-29,All,Potassium,"2,593.6",68.5,"2,458.3","2,729.0",,,,
2013-2014,All,30-39,All,Potassium,"2,678.7",35.5,"2,608.6","2,748.7",,,,
2013-2014,All,40-49,All,Potassium,"2,742.0",34.2,"2,674.4","2,809.6",,,,
2013-2014,All,50-59,All,Potassium,"2,736.2",54.3,"2,629.0","2,843.4",,,,
2013-2014,All,60-69,All,Potassium,"2,587.4",57.0,"2,474.7","2,700.1",,,,
2013-2014,All,70 and over,All,Potassium,"2,565.3",50.1,"2,466.4","2,664.2",,,,
2013-2014,Female,2-19,All,Potassium,"1,888.0",37.1,"1,961.3","1,814.6",,,,
2013-2014,Female,2-5,All,Potassium,"1,809.5",79.9,"1,651.8","1,967.3",,,,
2013-2014,Female,6-11,All,Potassium,"1,961.9",49.3,"1,864.5","2,059.3",,,,
2013-2014,Female,12-19,All,Potassium,"1,873.3",63.2,"1,748.4","1,998.1",,,,
2013-2014,Female,20 and over,All,Potassium,"2,320.0",35.0,"2,389.1","2,250.9",,,,
2013-2014,Female,20-29,All,Potassium,"2,158.3",55.0,"2,049.6","2,266.9",,,,
2013-2014,Female,30-39,All,Potassium,"2,364.4",63.9,"2,238.2","2,490.5",,,,
2013-2014,Female,40-49,All,Potassium,"2,405.5",40.7,"2,325.2","2,485.8",,,,
2013-2014,Female,50-59,All,Potassium,"2,390.2",62.0,"2,267.7","2,512.8",,,,
2013-2014,Female,60-69,All,Potassium,"2,300.6",86.4,"2,129.8","2,471.3",,,,
2013-2014,Female,70 and over,All,Potassium,"2,290.4",56.9,"2,178.0","2,402.7",,,,
2013-2014,Male,2-19,All,Potassium,"2,423.3",37.0,"2,496.4","2,350.2",,,,
2013-2014,Male,2-5,All,Potassium,"2,019.1",76.9,"1,867.3","2,171.0",,,,
